Company Name,Founded,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,hourly,employer_provided,min_salary,max_salary,avg_salary,company_text,job_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority,desc_len
"Hill's Pet Nutrition
4.1",1907,Consumer Products Manufacturing,"Relocation Assistance Offered Within Country
# 86732 - Topeka, Kansas, United States

We are looking for a Data Scientist who will support our cross-functional teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Responsibilities for Data Scientist

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.

Qualifications for Data Scientist

We’re looking for someone with at least 2 years of experience manipulating data sets and building statistical models,
Bachelor's degree required; Certificate, Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field a plus
Strong problem solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
A drive to learn and master new technologies and techniques.
Familiarity with the following software/tools:Coding knowledge and experience with several languages: Java, R, Python, SQL
Experience with cloud services: GCP, AWS, etc
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.
Experience analyzing data from 3rd party providers: Google Analytics, Facebook Insights, etc.
Experience with big data tools: Hadoop, Spark, Kafka, etc.
Experience visualizing/presenting data for stakeholders using: Data Studio, Datalab, Redshift, etc

Equal Opportunity Employer
Colgate is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, ethnicity, age, disability, marital status, veteran status (United States positions), or any other characteristic protected by law.

Are you interested in working for Hill's Pet Nutrition? You can apply online and attach all relevant documents such as a cover letter and resume or CV. Applications received by e-mail are not considered in the selection process. Become part of our team. We look forward to your application.

Work that matters, fueled by passion for pets! At Hill’s we have a purpose. Every day around the world, we transform the lives of millions of pet families through pioneering innovation, amazing nutrition, and the best and brightest people. Founded more than 75 years ago with an unwavering commitment to pet nutrition, Hills' mission is to help enrich and lengthen the special relationships between people and their pets.

HILL'S® Prescription Diet® therapeutic pet foods, HILL'S® Science Diet® and HILL'S® Ideal Balance™ wellness pet foods are sold worldwide. Hill’s is a division of Colgate-Palmolive, a leading global consumer products company, tightly focused on Oral Care, Personal Care, Home Care and Pet Nutrition, with sales of products in more than 200 countries. To learn more about Hill's and Colgate, please visit http://www.hillspet.com and http://www.colgatepalmolive.com, or find us on LinkedIn, Facebook, Twitter and YouTube.

Reasonable accommodation during the application process is available for persons with disabilities. Please contact Application_Accommodation@colpal.com with the subject ""Accommodation Request"" should you require accommodation.",Associate Data Scientist/ Data Scientist (Remote Work Option),"Topeka, KS",4.1,$2 to $5 billion (USD),$57K-$95K (Glassdoor est.),Manufacturing,1001 to 5000 Employees,Company - Public,0,0,57,95,76.0,"Hill's Pet Nutrition", KS,113,1,0,1,1,0,data scientist,na,4948
"Waymo
3.1",2009,Computer Hardware & Software,"Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where they're going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the World's Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.

The Planner Evaluation team is working on one of the most challenging problems in autonomous driving: building algorithms to assess the safety and quality of our self-driving cars at scale. Evaluation at scale is of paramount importance in solving autonomous driving: the algorithms we build orient the development of planner software by defining the north star and thus enabling rapid iteration. Almost every improvement to Waymo's planner is influenced by our work, indirectly (by providing the quality signals for onboard engineers to aim for) or directly (by incorporating our algorithms into our onboard motion planning code). This is no easy feat. As our self-driving car gets better and accumulates more miles, we need rigorous and intelligent methods to automatically assess whether a scene is risky, a maneuver causes discomfort, or an interaction with pedestrians or other drivers could be managed better. This can be done through geometric reasoning, simulation, machine learning, and/or modeling with statistical distributions. Developing evaluation algorithms in self-driving is an uncharted space and thus requires true ingenuity. If you are excited about leveraging a large volume of extremely rich data in an area with lots of unexplored territory to help the advent of self-driving technology, this is the place for you!

In this hybrid role, you will:
Develop signals to describe the quality of our self driving car's behavior, using a range of techniques including machine learning, statistics, math, and physics
Design creative uses of simulation to measure those signals
Work closely with statisticians, machine learning engineers, and roboticists to develop novel solutions to open problems
We'd like you to have:
MS in Computer Science, Robotics, Statistics, Physics, Math or another quantitative area
3 years of industry experience
Python especially for modeling and/or statistical computing
Experience with tools for manipulating big data
Experience with machine learning or large scale statistical analysis
Problem-oriented mindset instead of only a solutions-oriented approach
It's preferred if you have:
PhD in Computer Science, Robotics, Statistics, Physics, Math or another quantitative area
Comfort with writing production code in C++
Experience in robotics or with spatial data in another field","Data Scientist / Software Engineer, Planner","Mountain View, CA",3.1,Unknown / Non-Applicable,$111K-$180K (Glassdoor est.),Information Technology,Unknown,Company - Private,0,0,111,180,145.5,"Waymo", CA,11,1,0,0,0,0,data scientist,na,3020
"PayPal
4.0",1998,Internet,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.

Job Description Summary: The PayPal Risk Platform is looking for a smart, self-motivated and strategic thinker to build out risk platform capabilities supporting emerging payment products and optimizations. This role will partner deeply with product managers, policy analysts and technology teams across risk, payments and core experiences to find synergies and build appropriate fraud controls optimized for the payments ecosystem. We are looking for product managers with Payments experience in the bank, card, tokenization or other related field with a passion for fighting fraud.

Job Description:

Understand and synthesize Risk business needs and platform strategy with various product groups with an emphasis on the payments ecosystem:

Developing expertise in specific areas by leading analytical projects independently, while setting goals, providing benefit estimations, defining workflows and coordinating timelines in advance.
Fight fraudulent activity in one’s domain of ownership by analyzing existing loss trends through review of specific cases, research on our payments database and incorporation of feedback from operations teams.
Produce accurate, automated risk solutions and manual handling policies to block fraudulent activities by declining payments, providing a step-up flow, adding accounts to the fraud review queue or restricting suspicious users.
Work closely with product teams on development of new products to identify potential gaps that might create loss and define requirements to mitigate those risks.
Have a good understanding of general business trends and directions to be able to put own work in the broad business context.
Work with various partners within PayPal to coordinate the execution of fraud mitigation solutions.
Develop controls and monitoring dashboards to ensure performance against business goal, regulatory requirements and business priorities.
Remain up-to-date on industry information, federal regulations and new products, while continuously learning from peers across the organization about fraud and fraud-prevention tools..
Be data-driven and outcome-focused

We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.

PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.",Risk Decision Scientist,"San Jose, CA",4.0,$10+ billion (USD),$112K-$176K (Glassdoor est.),Information Technology,10000+ Employees,Company - Public,0,0,112,176,144.0,"PayPal", CA,22,0,0,0,0,0,na,na,4171
"Grubhub
4.0",2004,Internet,"Grubhub is dedicated to connecting hungry diners with our wide network of restaurants across the country. Our innovative technology, easy-to-use platforms and streamlined delivery capabilities make us an industry leader today, and in the future of online food ordering.
We strive to create a workplace that reflects the diversity of our customers and the communities we serve. When you join our team, you become part of a community that works together to innovate, solve problems, take risks, grow, work hard and have a ton of fun in the process!
Why Work For Us
We have a fast-paced environment and that is what our teams thrive on. Grubhub believes in empowering people and offering opportunities for development, as well as professional growth. We value strong, positive relationships in all areas: with each other, our customers and our greater community. Want to be a part of a team of diverse collaborators in an authentically fun culture? If so, we want to talk to you - and hear what’s your favorite restaurant for food delivery!
Grubhub is looking for an innately curious, business-minded, results-oriented Data Scientist to work on our Logistics Data Science team. As part of our Delivery initiative, this team is focused on developing models, algorithms, simulations, and experiments to accelerate and perfect our delivery systems. As a member of this highly collaborative team, you will get to partner with stakeholders all across the business to solve diverse, novel and highly formidable problems. The team’s responsibilities are uniquely broad; they encompass topics such as delivery timing estimation, driver payment strategies, dynamic market balancing and smarter driver dispatching.
A successful candidate is a motivated person with strong model, algorithm, and software development, and communication skills. They should hold themselves to a high standard for coding best practices and a passion for pushing their team to new heights by designing new tools and evangelizing durable and efficient solutions for deploying large scale machine learning models and algorithms. Ideally, the candidate would strive to remain abreast with related science technologies, show growth in charting new avenues for automation through data science and the rare ability to appropriately balance short term gains with long term goals.

Build and deploy models and algorithms that intelligently automate a diverse array of services and operations that make Grubhub food delivery possible.
You will constantly pivot between the daily tasks of research, model building and programming to architecting a strategic vision for how our team can automate and optimize Grubhub’s delivery operations.
You will develop and maintain strong relationships with software engineering teams consuming your algorithm and model outputs.
Apply robust and maintainable coding practices to ensure high-quality outputs at all times to our model consumers.

You should have:
Master’s degree in a quantitative or technical field such as Statistics, Mathematics, Physics, Computer Science or Computer Engineering
4 years of industry experience in a data science role or adjacent position
Expert knowledge with Python scripting language and SQL.
Experience with the entire pipeline of deploying machine-learning algorithms including their development, validation, implementation, and production launch.
Demonstrable proficiency in basic statistics, linear algebra, and calculus as they relate to machine learning concepts.
Interest in coding best practices, both in acquiring them, developing them, and evangelizing them to teammates and others.
Strong ability to distill and communicate complex technical concepts and solutions at a level appropriate for the intended audience.
Got These? Even Better:
Ph.D. in aforementioned quantitative or technical field or 6 years of industry directly relevant industry experience.
Past successes processing, research, and modeling GPS data or geotraces.
Experience with big data: extraction, processing, filtering, and presenting large data quantities using cloud technologies like AWS.
Familiarity with utilizing a clustered distributed-data processing tool such as Spark, Dask or Hive.
Expert level knowledge of experimental statistics, research and best practices.

Flexible PTO. Grubhub employees are provided a generous amount of time to recharge their batteries.
Health and Wellness. We provide programs that support your overall well-being such as generous medical benefits, employee network groups, company-wide fitness challenges, and a comfortable and casual workplace! We also support our parents by offering 8 weeks of paid parent bonding time, a 4-week returnship program, and 6-8 weeks paid medical leave.
Learning and Career Growth. Your personal and professional development is a priority at Grubhub. From day one, we empower you to lead and be an active participant in your career growth. We provide continuous learning opportunities, training, and coaching and mentorship programs.
MealPerks. Who’s ready for some lunch? We provide our employees with a weekly Grubhub credit to enjoy and support local restaurants. We also offer company-wide meals several times a year to bring our Grubhub family together.
Fun. Every Grubhub office has an employee-led Culture Crew that connects people through fun, meaningful events and initiatives. Some of our popular past events include: Wing-eating contests, Grubtoberfest, 5k Runs, Bring Your Child to Work Day, regular happy hours, and more!
Social Impact. We believe in the importance of serving the communities that support our business. In addition, employees are given paid time off each year to support the causes that are important to them.

Grubhub is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. The EEO is the Law poster is available here: DOL Poster. If you are applying for a job in the U.S. and need a reasonable accommodation for any part of the employment process, please send an e-mail to TalentAcquisition@grubhub.com and let us know the nature of your request and contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this email address.

CA Privacy Notice: If you are a resident of the State of California and would like a copy of our CA privacy notice, please email privacy@grubhub.com.",Data Scientist- Logistics Delivery Team,"Chicago, IL",4.0,$100 to $500 million (USD),$94K-$155K (Glassdoor est.),Information Technology,1001 to 5000 Employees,Company - Public,0,0,94,155,124.5,"Grubhub", IL,16,1,0,1,1,0,data scientist,na,6589
"AstraZeneca
4.1",1913,Biotech & Pharmaceuticals,"Principal Data Scientist, Oncology
The Machine Learning and AI team in AstraZenecas Oncology Data Science group is where we develop and apply sophisticated algorithms and techniques to solve the hardest problems in oncology drug discovery and development. The team uses their scientific, quantitative, and problem-solving skills to work on a broad range of challenges across the whole oncology portfolio, working collaboratively with other scientists across a range of disciplines to scope, define, and deliver projects that both advance the state of the art in data science and accelerate the delivery of innovative medicines to patients.

NOTE: This position can be filled in either GAITHERSBURG MARYLAND OR WALTHAM, MASSACHUSETTS

As a Principal Data Scientist, you will play a key role on the front line in this rapidly growing team working to extract insight from complex biomedical data. You will develop your leadership skills and apply and develop your expertise in rigorous quantitative data science to provide solutions to a variety of data science problems, researching, recommending and delivering novel methodologies to solve the problems that matter to the oncology pipeline.

Examples of projects the team works on include developing machine learning models for digital biomarkers, patient risk stratification for clinical trials, new algorithms for survival analysis, approaches to quantitatively analyse wearable data, linking of medical imaging data with omics and longitudinal outcomes to identify and/or validate new drug targets, and much more!

Day-to-Day:
Developing novel data science and machine learning solutions where off-the-shelf methodologies do not fit.
Leading small (2-3 person) data science projects of defined scope.
Coaching/mentoring junior data scientists and others to drive the development of data science as an AZ capability.
What You'll Need:

Essential:
MSc degree in rigorous quantitative science (such as mathematics, computer science, engineering)
Extensive hands-on experience applying data science tools in practice.
Practical software development skills in standard data science tools (such as R or python)
Extensive knowledge of mathematical modelling and statistical modelling techniques and drive to continue to learn and develop these skills
Outstanding communication, business analysis and consultancy
Desirable:
PhD degree in rigorous quantitative science (such as mathematics, computer science, engineering).
Experience within the pharmaceutical industry.
In-depth experience of working in a global organization with complex/geographical context",Principal Data Scientist,"Gaithersburg, MD",4.1,$10+ billion (USD),$113K-$182K (Glassdoor est.),Biotech & Pharmaceuticals,10000+ Employees,Company - Public,0,0,113,182,147.5,"AstraZeneca", MD,107,1,0,0,0,0,data scientist,senior,2626
"Clever Devices
3.7",1987,Computer Hardware & Software,"As THE leader in transit technology, Clever Devices' vision is to make meaningful contributions to worldwide mobility. Our goal is to be the leading provider of exciting technology that improves the quality of mobility in communities around the world.

Clever Devices is seeking a recent college graduate with a Data Science degree to join our team. The Associate, Data Science will perform data analysis of Clever Devices customers related to specific products (Clever Reports and R+) specifically as they relate to transportation operations, metrics, and performance measures. This position will work with both internal and external (customers) to develop meaningful analytics that drive business decisions. This role also encompasses support for trouble shooting, report/dashboard building, machine learning, causality, and general data analysis. As this position is customer facing, being customer focused is key.

Primary Responsibilities:
Review and analyze large amounts of raw data and find patterns and extract business insights that will help our customers improve operations.
Assist in writing programs to cleanse data with the purpose of integrating it into operations in a reusable manner.
Implement and validate predictive models, create and maintain statistical models and maintain a focus on big data.
Build partnerships with other departments while working in an Agile and collaborative team setting.
Evaluate results of data models and communicate results to internal and external customers (both technical and non-technical teams).
Skills Required:
B.S in Data Science, Applied Mathematics or related field. Masters degree a plus.
Must be able to clearly communicate across many levels of the organization and have a comfort level interacting with external customers.
Basic and educational level understanding of statistical programming (i.e. Python, R, SAS, MATLAB, etc).
Prior internship or other work experience in a corporate environment.
Basic understanding of technical product development.
Personal or professional interest in public transportation
Powered by JazzHR",Associate - Data Science,"Morrisville, NC",3.7,$100 to $500 million (USD),$51K-$85K (Glassdoor est.),Information Technology,501 to 1000 Employees,Company - Private,0,0,51,85,68.0,"Clever Devices", NC,33,1,0,0,0,0,na,na,2109
"Entefy
4.3",2012,Internet,"Entefy’s Senior Data Scientist is a highly visible position both internally and externally. Join the intelligence revolution, where we can push the state-of-the-art boundaries of data science. This is where deep experience and multi-dimensional insights intersect with an amazing opportunity to shape the future of productivity for people everywhere.

Skills and Experience:

We’re not looking for “good.” Entefy is on a mission to find exceptional talent. The success of our mission depends on our team’s ability to be creatively analytical, insatiably curious, and absolutely fearless in tackling big challenges.
Requirements
Master's degree in Computer Science, Mathematics, Statistics, Engineering, or a compatible field. PhD is preferred.
3+ years of applicable work experience.
Demonstrable proficiency in Python, Scala, SQL, or R.
Strong data visualization and reporting skills.
Proven track record delivering high-value, advanced analytics.
Experience leading the work of other data scientists or analysts is preferred.
World-class ability to extract and communicate insights from real-world datasets.
Startup agility and versatility.
Visit www.entefy.com and www.blog.entefy.com.",Data Scientist,"Palo Alto, CA",4.3,Unknown / Non-Applicable,$112K-$133K (Glassdoor est.),Information Technology,1 to 50 Employees,Company - Private,0,0,112,133,122.5,"Entefy", CA,8,1,0,0,0,0,data scientist,na,1202
"Kite Pharma
3.7",2008,Biotech & Pharmaceuticals,"Job Description

Everyone at Kite is grounded by one common goal – curing cancer. Every single day, we seek to establish a direct line between that purpose and our day-to-day work. Would you like to join us in this mission?

We are seeking a highly motivated individual to join the allogeneic cell therapy Process Development team as a Senior Research Scientist – Allogenic Process Development. In this role, the successful candidate will support process development and technology transfer for Kite’s engineered allogeneic T-cell therapy products, interact cross-functionally with partner functions to support pre-clinical and clinical development, as well as participate in new technology evaluation and implementation. The Senior Research Scientist will be expected to independently craft and perform experiments, coordinate and analyze results, and communicate findings through development reports and internal / external presentations.

Responsibilities of the Senior Research Scientist - Allogenic Process Development include:

Develop, optimize and establish allogeneic T-cell production platforms with a focus on T-cell isolation, enrichment, activation, and gene editing using viral and non-viral vectors

Design and execute studies to develop a thorough understanding of operating and performance parameters

Work on sophisticated problems where analysis of situations or data requires comprehensive evaluation of many factors

Develop and execute in process assays (e.g. flow cytometry) to understand attributes and phenotype of engineered T-cells

Participate in hands on activities that support process development and process characterization, ranging from drafting procedures to execution of laboratory studies, data analysis and authoring and review of technical documents

Routinely present results of work, including data interpretation and study conclusions

Maintain high level of expertise through familiarity with relevant scientific literature

Demonstrate effective communication and social skills to enable collaborative work

Cultivate reciprocal communication and problem-solving spirit

Requirements:

Ph.D. degree in cellular biology, virology, immunology or a closely related field with 3+ years of experience with flow cytometry, T-cell biology (e.g. phenotyping), and hands-on expertise with aseptic tissue culture of cell lines and/or primary cells OR a MS degree with 6+ years of the aforementioned experience OR a BS degree with 10+ years of the aforementioned experience.

Preferred Qualifications:

Experience with cell therapy, T-cell product generation, chimeric antigen receptor (CAR) based or TCR-engineered T-cells along with an understanding of T-cell and immune system biology

Ability to mentor and train more junior staff as a peer as well as a manager; together with the ability to work well within a matrix team environment

Demonstrated ability to critically design and execute experiments to support process development, characterization and process improvements

Knowledge of statistical design of experiments (DOE)

Strong organizational and record keeping skills

Excellent interpersonal, verbal and written communication skills are critical in this collaborative work environment

Demonstrated ability to function efficiently and independently in a fast-paced work environment and adjust workload based upon changing priorities

Does this sound like you? If so, please apply today!

#IND123",Senior Research Scientist - Allogenic Process Development,"Santa Monica, CA",3.7,$10 to $25 million (USD),$98K-$192K (Glassdoor est.),Biotech & Pharmaceuticals,1001 to 5000 Employees,Company - Public,0,0,98,192,145.0,"Kite Pharma", CA,12,0,0,0,0,1,na,senior,3492
"Grammarly
5.0",2009,Internet,"Grammarly is continuing to grow our team during the COVID-19 pandemic, conducting fully remote hiring and onboarding processes. All Grammarly team members can work remotely until August 2021. Read more about how we're supporting our team and communities.

The opportunity


Grammarly empowers people to thrive and connect, whenever and wherever they communicate. 30 million people around the world use our AI-powered writing assistant every day. All of this begins with our team collaborating in a values-driven and learning-oriented environment.

We're looking for a Data Scientist to help us drive decision-making, find bigger opportunities, and improve our product. As a consumer internet company, we produce huge amounts of data, and in this role, you will have outsize opportunities to develop the insights to make it actionable. You will have broad impact and exposure across Grammarly, working with team members from our Product, Research, Marketing, Engineering, and Finance teams.

Grammarly's engineers and researchers have the freedom to innovate and uncover breakthroughs—and, in turn, influence our product roadmap. The complexity of our technical challenges is growing rapidly as we scale our interfaces, algorithms, and infrastructure. Read more about our stack or hear from our team on our technical blog.

Your impact


As a Data Scientist at Grammarly, you will help our team make better decisions by advocating for data-driven approaches across the organization. Your analysis will contribute to our strategy across the business in areas such as user acquisition, engagement, retention, and more.
Within your first month, you will start developing a good understanding of the overall data-processing pipeline, understand a subset of Grammarly's key metrics, and complete at least two small data reports to present to relevant business owners.
By month three, you will become an expert user of our analytical tools, start contributing to the Data Science team's projects, understand all of Grammarly's key metrics, and independently work on small-to-medium-complexity data projects (including A/B tests, channel analysis, and user engagement).
By month six, you will start working independently on complex data projects, such as user segmentation, short- and long-term user-engagement analysis, and lifetime value projections.
By year one, you will become the go-to person and subject-matter expert for a few of Grammarly's key metrics, own and drive projects independently with minimal supervision, and along with our other Data Scientists, ensure ""data science excellence"" at Grammarly (dashboards, high-quality reports, empowered teams, etc.).
We're looking for someone who
Embodies our EAGER values—is ethical, adaptable, gritty, empathetic, and remarkable.
Holds a PhD in a quantitative field or a masters in a quantitative field and has at least 3 years of experience working as a data scientist.
Has experience in data analysis, A/B testing, retention tracking, etc. (consumer product experience is preferred).
Is proficient in data mining and statistics.
Has experience with SQL as well as experience programming in Python, R, Scala, or an equivalent language.
Has strong analytical and critical thinking skills as well as a strong bias toward actionable insights; loves finding insights and getting others to act on them.
Is a self-starter with superior organizational and prioritization skills.
Support for you, professionally and personally
Professional growth: We hire people we trust, and we give team members autonomy to do their best work. We also support professional development with training, coaching, and regular feedback.
A connected team: Grammarly builds products that help people connect, and we apply this mindset to our own team. We have a highly collaborative culture supported by our EAGER values. We also take time to celebrate our colleagues and accomplishments with global, local, and team-specific events and programs.
Comprehensive benefits: Grammarly offers all team members competitive pay along with a benefits package that includes superior health care. We also offer ample and defined time off, catered lunches, gym and recreation stipends, admission discounts, and more.
We encourage you to apply


At Grammarly, we value our differences, and we encourage all—especially those whose identities are traditionally underrepresented in tech organizations—to apply. We do not discriminate on the basis of race, religion, color, gender expression or identity, sexual orientation, national origin, citizenship, age, marital status, veteran status, disability status, or any other characteristic protected by law. Grammarly will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance. Grammarly is an equal opportunity employer and participant in the U.S. Federal E-Verify program.",Data Scientist,"San Francisco, CA",5.0,Unknown / Non-Applicable,$100K-$161K (Glassdoor est.),Information Technology,201 to 500 Employees,Company - Private,0,0,100,161,130.5,"Grammarly", CA,11,1,0,0,0,1,data scientist,na,4931
"Novetta
4.5",2012,Enterprise Software & Network Solutions,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a Data Scientist (Senior)) in the role of the Maritime Safety Office.This position is to provide both digital and hardcopy maritime products, services, and data to support worldwide Safety of Navigation. Without accurate and up-to-date nautical products, military platforms are at increased risk when they conduct operations, transport personnel and deliver material. The U.S. Navy has made it clear to NGA that it will continue to require both digital and hard copy maritime products for the foreseeable future. Services procured under this contract will primarily support the production and maintenance of Maritime GEOINT at NCE facilities.

Responsibilities include:
Strong data management skills, including SQL, NoSQL (MongoDB), and triplestore/graph databases
Experience creating and managing ETL processes using Ni-Fi or similar software using both structured and unstructured data
AWS experience, particularly with EC2, S3, Cloudwatch, RDS
Experience with data visualization tools
Experience with or working knowledge of ElasticSearch or similar
Perform ad-hoc analysis and present results in a clear manner
Conduct undirected research and frame open-ended industry/customer questions
Recommend cost-effective changes to existing procedures and strategies
Create/maintain tools to extract features from a variety of sources including raster to vector, vector to vector, text to vector, and text to database
Write/maintain Python Scripts in ARCGIS to improve efficiency of the production process
Support Business Processing Re-Engineering
Perform Data Conversion/migration
Perform Business Analytics
Work with the Government on new production capabilities/services
Strong data management skills, including SQL, NoSQL (MongoDB), and RDF
(triplestore/graph) databases
Linux experience
Basic Qualifications:
Strong data management skills, including SQL, NoSQL (MongoDB), and triplestore/graph databases
Experience creating and managing ETL processes using Ni-Fi or similar software using both structured and unstructured data
AWS experience, particularly with EC2, S3, Cloudwatch, RDS
Experience with data visualization tools
Experience with or working knowledge of ElasticSearch or similar
Perform ad-hoc analysis and present results in a clear manner
Desired Skills:
Experience with combining digital cartography, computer technology, GIS, cartographic and geospatial
production techniques, remote sensing, photogrammetry, and digital data formats
Ability to clean/prune data to discard irrelevant information
Ability to examine data from a variety of angles to determine hidden value, weaknesses, trends, and/or opportunities
Advanced knowledge of ESRI ArcGIS and ArcServer

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality, and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.","Data Scientist, Senior","Fort Belvoir, VA",4.5,$100 to $500 million (USD),$112K-$182K (Glassdoor est.),Information Technology,501 to 1000 Employees,Company - Private,0,0,112,182,147.0,"Novetta", VA,8,1,0,0,1,1,data scientist,senior,4528
